source identifier	source name	target prefix	predicted identifier	predicted name	true identifier	true name	confidence
doid:0070247	autosomal dominant Emery-Dreifuss muscular dystrophy 2	mondo	mondo:0020336	autosomal dominant Emery-Dreifuss muscular dystrophy	mondo:0021569	Emery-Dreifuss muscular dystrophy 2, autosomal dominant	0.87
doid:0111396	congenital dyserythropoietic anemia type I	mondo	mondo:0009135	anemia, congenital dyserythropoietic, type 1a	mondo:0020337	congenital dyserythropoietic anemia type 1	1.03
doid:1521	cecum cancer	ncit	ncit:C3491	Cecum Carcinoma	ncit:C9329	Malignant Cecum Neoplasm	0.7
icd11:1712699129	Holoprosencephaly	mondo	mondo:0012927	chromosome 1q41-q42 deletion syndrome	mondo:0016296	holoprosencephaly	0.56
efo:1001330	Foster-Kennedy syndrome	icd11	icd11:1411910384	Disorder of the optic nerve	icd11:288363660	Foster-Kennedy syndrome	0.53
efo:0007290	Goodpasture syndrome	ncit	ncit:C34649	Goodpasture Syndrome	ncit:C84566	Anti-Glomerular Basement Membrane Disease	0.69
omim.ps:252011	Mitochondrial complex II deficiency, nuclear type	mondo	mondo:0030935	mitochondrial complex 2 deficiency, nuclear type 2	mondo:0031230	mitochondrial complex II deficiency, nuclear type	0.8
mondo:0800025	Teebi hypertelorism syndrome 1	doid	doid:0081073	Teebi hypertelorism syndrome	doid:0080698	Teebi hypertelorism syndrome 1	0.75
omim.ps:607250	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy	mondo	mondo:0011801	spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 1	mondo:0020771	spinocerebellar ataxia, autosomal recessive, with axonal neuropathy	0.8
doid:9667	placental abruption	ncit	ncit:C26685	Placental Abruption	ncit:C112857	Threatened Abortion	0.9
doid:4080	tricuspid valve insufficiency	ncit	ncit:C50843	Tricuspid Valve Regurgitation	ncit:C50842	Tricuspid Valve Insufficiency	0.87
ncit:C3213	Maffucci Syndrome	doid	doid:0060221	Maffucci syndrome	doid:4624	Ollier disease	0.7
mondo:0000903	myoclonus-dystonia syndrome	doid	doid:0090034	myoclonic dystonia 11	doid:0090033	myoclonic dystonia	0.91
mondo:0010299	hypoxanthine guanine phosphoribosyltransferase partial deficiency	mesh	mesh:D007926	Lesch-Nyhan Syndrome	mesh:C562583	Gout, HPRT-Related	0.55
doid:318	progressive muscular atrophy	mondo	mondo:0016106	progressive muscular dystrophy	mondo:0018687	progressive muscular atrophy	0.59
omim.ps:615952	Autoimmune disease, multisystem, infantile-onset	mondo	mondo:0014414	STAT3-related early-onset multisystem autoimmune disease	mondo:0000213	autoimmune disease, multisystem, infantile-onset	0.5
doid:0111108	maturity-onset diabetes of the young type 10	mondo	mondo:0018911	maturity-onset diabetes of the young	mondo:0013240	maturity-onset diabetes of the young type 10	0.69
efo:0003968	angiosarcoma	ncit	ncit:C9040	Adult Angiosarcoma	ncit:C3088	Angiosarcoma	0.71
efo:0001421	liver disease	icd10	icd10:K70-K77	Diseases of liver	icd10:K76, icd10:K75	Other diseases of liver, Other inflammatory liver diseases	0.52
mondo:0015066	neuroendocrine tumor of the appendix, well differentiated, low or intermediate grade	icd11	icd11:1282023557	Other specified neuroendocrine neoplasms of appendix	icd11:1590340268	Neuroendocrine neoplasms of appendix	0.7
orphanet:77298	Anophthalmia/microphthalmia-esophageal atresia syndrome	mondo	mondo:0012604	isolated microphthalmia 3	mondo:0008799	anophthalmia/microphthalmia-esophageal atresia syndrome	0.73
doid:10591	pre-eclampsia	ncit	ncit:C34943	Toxemia of Pregnancy	ncit:C85021	Preeclampsia	0.63
ncit:C50791	Urinary Tract Infection	mondo	mondo:0100338	urinary tract infection	mondo:0005247	bacterial urinary tract infection	0.8
doid:10581	metachromatic leukodystrophy	mondo	mondo:0009591	metachromatic leukodystrophy, juvenile form	mondo:0018868	metachromatic leukodystrophy	0.71
omim.ps:305450	FG syndrome	mondo	mondo:0010590	FG syndrome 1	mondo:0002010	FG syndrome	0.7
doid:0060234	Carpenter syndrome	mondo	mondo:0008188	papillomatosis, confluent and reticulated	mondo:0019012	Carpenter syndrome	0.47
mesh:D008271	Mycetoma	doid	doid:8478	actinomycosis	doid:13078	eumycotic mycetoma	0.59
doid:0080991	congenital myopathy 1B	gard	gard:16536	Multiminicore myopathy	gard:10316	Congenital multicore myopathy with external ophthalmoplegia	0.5
doid:0081286	embryonal tumor with multilayered rosettes	ncit	ncit:C4915	Embryonal Tumor with Multilayered Rosettes, C19MC-Altered	ncit:C186534	Embryonal Tumor with Multilayered Rosettes	0.81
doid:674	cleft palate	orphanet.ordo	orphanet.ordo:2014	Cleft palate	orphanet.ordo:99772	Cleft velum	0.75
omim.ps:133200	Erythrokeratodermia variabilis et progressiva	mondo	mondo:0033010	erythrokeratodermia variabilis et progressiva 1	mondo:0017851	erythrokeratodermia variabilis	0.6
doid:0090068	giant axonal neuropathy 1	mondo	mondo:0000128	giant axonal neuropathy	mondo:0009749	giant axonal neuropathy 1	0.8
ncit:C78245	Cardiac Conduction Disorder	mondo	mondo:0000992	heart conduction disease	mondo:0100042	cardiac conduction defect	0.75
doid:0050602	triple-A syndrome	mondo	mondo:0800195	achalasia-alacrima syndrome	mondo:0009279	triple-A syndrome	0.55
mondo:0019312	Hermansky-Pudlak syndrome	ncit	ncit:C197912	Hepatopulmonary Syndrome	ncit:C37261	Hermansky-Pudlak Syndrome	0.53
mondo:0013411	cataract 16 multiple types	doid	doid:0110251	cataract 15 multiple types	doid:0110250	cataract 16 multiple types	0.85
omim.ps:276300	Mismatch repair cancer syndrome	mondo	mondo:0010159	mismatch repair cancer syndrome 1	mondo:0031219	mismatch repair cancer syndrome	0.51
efo:1001929	selective IgA deficiency disease	mondo	mondo:0007644	IgAD1	mondo:0001341	selective IgA deficiency disease	0.94
doid:10003	sensorineural hearing loss	mondo	mondo:0043373	sudden sensorineural hearing loss	mondo:0020678	sensorineural hearing loss disorder	0.59
efo:0007135	adult-onset Still's disease	doid	doid:3047	Wissler-Fanconi syndrome	doid:14256	adult-onset Still's disease	0.68
mondo:0002870	tricuspid valve insufficiency	ncit	ncit:C50843	Tricuspid Valve Regurgitation	ncit:C50842	Tricuspid Valve Insufficiency	0.84
doid:1733	cryptosporidiosis	ncit	ncit:C35591	Cryptosporidial Gastroenteritis	ncit:C128408	Cryptosporidiosis	0.85
efo:1001999	systemic juvenile idiopathic arthritis	ncit	ncit:C61278	Still Disease	ncit:C119031	Systemic Juvenile Idiopathic Arthritis	0.67
efo:1001352	Kartagener Syndrome	doid	doid:0050144	Kartagener syndrome	doid:50144	NO_NAME_FOUND	0.75
doid:3895	apocrine adenoma	ncit	ncit:C27527	Tubular Apocrine Adenoma	ncit:C4168	Apocrine Adenoma	0.96
efo:0000239	adrenal gland pheochromocytoma	mondo	mondo:0022673	autosomal dominant non-nuclear cataract	mondo:0004974	adrenal gland pheochromocytoma	0.64
icd10:J32	Chronic sinusitis	efo	efo:1000024	chronic rhinosinusitis	efo:0007486	sinusitis	0.75
efo:1001933	adult acute monocytic leukemia	doid	doid:8864	acute monocytic leukemia	doid:0080149	adult acute monocytic leukemia	0.71
doid:0060468	Holt-Oram syndrome	mondo	mondo:0016432	heart-hand syndrome	mondo:0007732	Holt-Oram syndrome	0.77
mesh:D009290	Narcolepsy	efo	efo:0005855	narcolepsy without cataplexy	efo:0000614	obsolete_narcolepsy with cataplexy	0.57
doid:0111767	X-linked thrombocytopenia with beta-thalassemia	mondo	mondo:0010743	thrombocytopenia 1	mondo:0010745	beta-thalassemia-X-linked thrombocytopenia syndrome	0.66
mondo:0010931	vitamin D-dependent rickets, type 2B	ncit	ncit:C131075	Vitamin D Dependent Rickets 2a	ncit:C131076	Vitamin D Dependent Rickets 2b	0.8
doid:1891	optic nerve disease	ncit	ncit:C118711	Optic Neuropathy	ncit:C79698	Optic Nerve Disorder	0.61
doid:1380	endometrial cancer	ncit	ncit:C7558	Endometrial Carcinoma	ncit:C27815, ncit:C3012	Malignant Endometrial Neoplasm, Endometrial Neoplasm	0.84
doid:1508	candidiasis	mondo	mondo:0042233	disseminated candidiasis	mondo:0002026	candidiasis	0.87
mesh:D007877	Legionnaires' Disease	efo	efo:0007342	legionellosis	efo:0007343	Legionnaires' disease	0.65
doid:8007	Pancoast tumor	mondo	mondo:0024813	pulmonary sulcus neoplasm	mondo:0006883	malignant superior sulcus neoplasm	0.67
icd11:1650709285	Interstitial cystitis	efo	efo:1000869	chronic interstitial cystitis	efo:0008507	interstitial cystitis	0.85
ncit:C7752	Angiokeratoma of Fordyce	mondo	mondo:0003954	angiokeratoma of Fordyce	mondo:0020597	angiokeratoma of scrotum	0.9
doid:14250	Down syndrome	ncit	ncit:C101222	Complete Trisomy 21 Syndrome	ncit:C2993	Down Syndrome	0.81
ncit:C124837	Kabuki Syndrome	mondo	mondo:0007843	Kabuki syndrome 1	mondo:0016512	Kabuki syndrome	0.73
doid:12554	hemolytic-uremic syndrome	orphanet.ordo	orphanet.ordo:544458	Hemolytic uremic syndrome	orphanet.ordo:2134	Atypical hemolytic uremic syndrome	0.5
doid:0110091	short-rib thoracic dysplasia 10 with or without polydactyly	mondo	mondo:0018770	Jeune syndrome	mondo:0014284	short-rib thoracic dysplasia 10 with or without polydactyly	0.71
ncit:C4181	Serous Surface Papilloma	doid	doid:6407	ovarian surface papilloma	doid:2614	serous surface papilloma	0.51
efo:0000730	undifferentiated sarcoma	gard	gard:8650	Undifferentiated (embryonal) sarcoma	gard:0008650	NO_NAME_FOUND	0.5
mondo:0019458	acute basophilic leukemia	ncit	ncit:C7971	Childhood Acute Basophilic Leukemia	ncit:C3164	Acute Basophilic Leukemia	1.03
doid:0080944	familial Behcet-like autoinflammatory syndrome	mondo	mondo:0031384	autoinflammatory syndrome, familial, Behcet-like	mondo:0800045	autoinflammatory syndrome, familial, Behcet-like 1	0.61
efo:1000967	hidrocystoma	icd11	icd11:1303709853	Hidrocystoma	icd11:2040265542	Hidrocystoma	0.78
mondo:0009796	ornithine aminotransferase deficiency	doid	doid:0050720	ornithine translocase deficiency	doid:1415	gyrate atrophy	0.57
mondo:0015523	epithelioid hemangioendothelioma	ncit	ncit:C114926	Childhood Epithelioid Hemangioendothelioma	ncit:C3800	Epithelioid Hemangioendothelioma	0.82
efo:0007196	Cauda equina syndrome	mondo	mondo:0002960	polyradiculopathy	mondo:0005693	cauda equina syndrome	0.77
efo:0000220	acute lymphoblastic leukemia	mondo	mondo:0013108	leukemia, acute lymphocytic, susceptibility to, 1	mondo:0004967	acute lymphoblastic leukemia	0.64
efo:1000781	overactive bladder	mondo	mondo:0001446	low compliance bladder	mondo:0006624	overactive bladder	0.97
mondo:0024249	pityriasis lichenoides	icd11	icd11:961986681	Pityriasis lichenoides chronica	icd11:266281219	Pityriasis lichenoides	0.58
doid:0111154	postural orthostatic tachycardia syndrome	gard	gard:13591	Postural orthostatic tachycardia syndrome	gard:9597	NO_NAME_FOUND	0.5
efo:1000734	miliaria	icd11	icd11:1245016385	Miliaria rubra	icd11:204420062	Miliaria	0.57
doid:3450	cutaneous Paget's disease	mondo	mondo:0008177	extramammary Paget disease	mondo:0002655	cutaneous Paget disease	0.61
ncit:C3389	Post-Traumatic Stress Disorder	doid	doid:6950	combat disorder	doid:2055	post-traumatic stress disorder	0.71
mondo:0009975	reticulum cell sarcoma	doid	doid:7848	interdigitating dendritic cell sarcoma	doid:8538	reticulosarcoma	0.69
mondo:0018842	primary effusion lymphoma	icd11	icd11:1652647741	Primary effusion lymphoma	icd11:697911710	Primary effusion lymphoma	0.56
doid:9261	nasopharynx carcinoma	ncit	ncit:C3871	Nasopharyngeal Carcinoma	ncit:C9321	Malignant Nasopharyngeal Neoplasm	0.59
ncit:C3795	Subependymoma	efo	efo:1001197	subependymal glioma	efo:1000553	Subependymoma	0.61
doid:14262	oral candidiasis	ncit	ncit:C26711	Candidiasis	ncit:C28137	Oral Candidiasis	0.62
mondo:0009174	protein-losing enteropathy	icd11	icd11:1892910653	Malabsorption due to intolerance, not elsewhere classified	icd11:1821383469	Protein-losing enteropathy	0.61
mondo:0011934	dermatofibrosarcoma protuberans	ncit	ncit:C4700	Giant Cell Fibroblastoma	ncit:C4683	Dermatofibrosarcoma Protuberans	0.75
doid:0110612	primary ciliary dyskinesia 10	mondo	mondo:0016575	primary ciliary dyskinesia	mondo:0012918	primary ciliary dyskinesia 10	0.77
doid:0080764	hereditary diffuse gastric cancer	mondo	mondo:0100488	CDH1-related diffuse gastric and lobular breast cancer syndrome	mondo:0007648	hereditary diffuse gastric adenocarcinoma	0.57
doid:6407	ovarian surface papilloma	ncit	ncit:C4181	Serous Surface Papilloma	ncit:C7279	Ovarian Surface Papilloma	0.51
doid:0080694	Galloway-Mowat syndrome	mondo	mondo:0030476	Galloway-Mowat syndrome 10	mondo:0009627	Galloway-Mowat syndrome	0.74
mondo:0005520	rickets	ncit	ncit:C131447	Nutritional Rickets	ncit:C26878	Rickets	0.58
mondo:0002637	histiocytosis	ncit	ncit:C9294	Histiocytic and Dendritic Cell Neoplasm	ncit:C3106	Histiocytosis	0.66
doid:4468	clear cell adenocarcinoma	efo	efo:0006719	mesonephric adenocarcinoma	efo:0000348	clear cell adenocarcinoma	0.79
ncit:C128193	Glutathione Synthetase Deficiency	mondo	mondo:0009947	glutathione synthetase deficiency with 5-oxoprolinuria	mondo:0017909	inherited glutathione synthetase deficiency	0.62
mondo:0018048	heparin-induced thrombocytopenia	icd11	icd11:1420710618	Heparin-induced thrombocytopenia, Type 2	icd11:1143142333	Heparin-induced thrombocytopenia	0.75
mondo:0006234	grade III prostatic intraepithelial neoplasia	ncit	ncit:C5542	Low Grade Prostatic Intraepithelial Neoplasia	ncit:C3642	Grade III Prostatic Intraepithelial Neoplasia	0.85
mondo:0006488	vaginal carcinosarcoma	ncit	ncit:C40276	Malignant Vaginal Mixed Epithelial and Mesenchymal Neoplasm	ncit:C40278	Vaginal Carcinosarcoma	0.81
ncit:C54664	Hidradenocarcinoma	mondo	mondo:0024245	ductal eccrine adenocarcinoma	mondo:0006245	hidradenocarcinoma	0.74
doid:3133	acute porphyria	orphanet.ordo	orphanet.ordo:659694	Hepatic porphyria	orphanet.ordo:100924	Porphyria due to ALA dehydratase deficiency	0.88
efo:1001760	aneurysmal bone cyst	icd11	icd11:191920280	Aneurysmal bone cyst	icd11:1603788294	Aneurysmal bone cyst	0.76
mondo:0009659	mucopolysaccharidosis type 4A	icd11	icd11:2078241550	Mucopolysaccharidosis type 4	icd11:1919173641	Mucopolysaccharidosis type 4A	0.68
omim.ps:608638	Asperger syndrome, susceptibility to	mondo	mondo:0005259	Asperger syndrome	mondo:0100440	Asperger syndrome, susceptibility to	0.61
ncit:C5473	Gastric Tubular Adenocarcinoma	doid	doid:4929	tubular adenocarcinoma	doid:6595	gastric tubular adenocarcinoma	0.62
omim.ps:167030	Nephrolithiasis, calcium oxalate	mondo	mondo:0020722	nephrolithiasis susceptibility caused by SLC26A1	mondo:0957318	nephrolithiasis, calcium oxalate	0.51
doid:0111415	trichohepatoenteric syndrome 1	mondo	mondo:0009105	trichohepatoenteric syndrome	mondo:0024541	trichohepatoenteric syndrome 1	0.59
ncit:C34471	Chronic Eosinophilic Pneumonia	mondo	mondo:0017363	idiopathic chronic eosinophilic pneumonia	mondo:0004806	chronic eosinophilic pneumonia	0.66
mondo:0001901	selective IgG subclass deficiency	ncit	ncit:C27142	Selective IgG Immunodeficiency	ncit:C27024	Selective Immunoglobulin G Subclass Deficiency	0.81
icd11:1870104478	Allergic asthma	mondo	mondo:0850284	extrinsic asthma	mondo:0004784	allergic asthma	0.62
efo:0003854	postmenopausal osteoporosis	icd11	icd11:1236127	Menopausal osteoporosis	icd11:123797893	Postmenopausal osteoporosis	0.59
mondo:0003945	bone epithelioid hemangioma	ncit	ncit:C6477	Bone Hemangioma	ncit:C5396	Bone Epithelioid Hemangioma	0.78
doid:10908	hydrocephalus	mondo	mondo:0016349	congenital hydrocephalus	mondo:0001150	hydrocephalus	0.62
orphanet:1173	Cerebellar ataxia-hypogonadism syndrome	mondo	mondo:0011580	cerebellar ataxia and hypergonadotropic hypogonadism	mondo:0008935	cerebellar ataxia-hypogonadism syndrome	0.73
mondo:0003262	rhabdoid meningioma	ncit	ncit:C3904	Papillary Meningioma	ncit:C6909	Rhabdoid Meningioma	0.91
ncit:C4861	Acute Monocytic Leukemia	efo	efo:1001933	adult acute monocytic leukemia	efo:0000221	acute monocytic leukemia	1.02
doid:0050732	methylmalonic aciduria and homocystinuria type cblE	mondo	mondo:0975798	methylmalonic aciduria and homocystinuria, cb1L type	mondo:0009354	methylcobalamin deficiency type cblE	0.79
efo:0002500	anaplastic oligoastrocytoma	ncit	ncit:C114973	Childhood Anaplastic Oligoastrocytoma	ncit:C6959	Anaplastic Oligoastrocytoma	0.87
doid:264	hemangiopericytoma	mondo	mondo:0017349	myopericytoma	mondo:0005094	hemangiopericytoma	0.54
omim.ps:249000	Meckel syndrome	mondo	mondo:0013609	Meckel syndrome, type 10	mondo:0018921	Meckel syndrome	0.7
mondo:0008641	retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations	icd11	icd11:872601629	Hereditary vascular retinopathy	icd11:554838792	Retinal vasculopathy and cerebral leukodystrophy	0.63
doid:2224	essential thrombocythemia	mondo	mondo:0019111	familial thrombocytosis	mondo:0005029	essential thrombocythemia	0.56
mondo:0005259	Asperger syndrome	icd11	icd11:767360910	Autism spectrum disorder with disorder of intellectual development and with mild or no impairment of functional language	icd11:366940030	Asperger syndrome	0.93
doid:3047	Wissler-Fanconi syndrome	efo	efo:0007135	adult-onset Still's disease	efo:0007547	Wissler's syndrome	0.68
ncit:C7135	Extraskeletal Ewing Sarcoma	mondo	mondo:0021039	extraskeletal Ewing sarcoma/peripheral primitive neuroectodermal tumor	mondo:0018270	extraskeletal Ewing sarcoma	0.68
mondo:0017124	noma	icd11	icd11:613643406	Noma neonatorum	icd11:340823130	Noma	0.6
ncit:C3184	Adult T-Cell Leukemia/Lymphoma	doid	doid:5602	T-cell adult acute lymphocytic leukemia	doid:0050523	adult T-cell leukemia/lymphoma	0.69
efo:0002916	esophageal carcinoma	doid	doid:5041	esophageal cancer	doid:1107	esophageal carcinoma	0.76
doid:0110154	Charcot-Marie-Tooth disease type 2A1	mondo	mondo:0012231	Charcot-Marie-Tooth disease type 2A2	mondo:0007308	Charcot-Marie-Tooth disease type 2A1	0.72
efo:1001993	scleroderma	mondo	mondo:0043294	linear scleroderma	mondo:0019340	scleroderma	0.75
doid:535	sleep disorder	mondo	mondo:0100081	sleep disorder	mondo:0003406	sleep-wake disorder	0.85
orphanet.ordo:217656	Inherited isolated arrhythmogenic cardiomyopathy	doid	doid:0070535	arrhythmogenic biventricular cardiomyopathy	doid:0050431	arrhythmogenic right ventricular cardiomyopathy	0.41
efo:0001423	encephalomyelitis	ncit	ncit:C26760	Encephalitis	ncit:C34580	Encephalomyelitis	0.66
ncit:C114801	Childhood Gonadal Germ Cell Tumor	mondo	mondo:0018202	gonadal germ cell tumor	mondo:0020577	childhood gonadal germ cell tumor	0.75
icd11:1987089698	Turner syndrome	mondo	mondo:0020639	monosomy	mondo:0019499	Turner syndrome	0.6
icd11:1761652827	Alkaptonuria	mondo	mondo:0001910	ochronosis disorder	mondo:0008753	alkaptonuria	0.61
mondo:0011573	psoriasis 7, susceptibility to	doid	doid:0111288	psoriasis 8	doid:0111279	psoriasis 7	0.48
doid:2431	glomus tumor	mondo	mondo:0021064	jugulotympanic paraganglioma	mondo:0018327	glomus tumor	0.6
mondo:0018848	IgG4-related retroperitoneal fibrosis	icd11	icd11:967295607	Retroperitoneal fibrosis	icd11:900354709	IgG4-related retroperitoneal fibrosis	0.52
efo:1001051	mycosis fungoides	mondo	mondo:0045071	mycosis fungoides variant	mondo:0009691	mycosis fungoides	1.0
omim.ps:155600	Melanoma, cutaneous malignant	mondo	mondo:0007963	melanoma, cutaneous malignant, susceptibility to, 1	mondo:0024462	susceptibility to familial cutaneous melanoma	0.8
ncit:C35133	Wolfram Syndrome	doid	doid:0110629	Wolfram syndrome 1	doid:10632	Wolfram syndrome	0.7
mondo:0003989	polyembryoma of the ovary	ncit	ncit:C66776	Gonadal Polyembryoma	ncit:C39990	Ovarian Polyembryoma	0.59
ncit:C84442	Metabolic Syndrome	mondo	mondo:0011565	metabolic syndrome X	mondo:0000816	abdominal obesity-metabolic syndrome	0.74
doid:0110058	amelogenesis imperfecta type 1E	mondo	mondo:0010522	X-linked amelogenesis imperfecta hypoplastic/hypomaturation 2	mondo:0010521	amelogenesis imperfecta type 1E	0.74
ncit:C7461	Somatotroph Pituitary Neuroendocrine Tumor	mondo	mondo:0019927	growth hormone-producing pituitary gland neoplasm	mondo:0006238	growth hormone-producing pituitary gland adenoma	0.89
ncit:C3346	Psoriasis	doid	doid:0111289	psoriasis 10	doid:8893	psoriasis	0.53
mondo:0009623	Nijmegen breakage syndrome	icd11	icd11:1014526672	Nijmegen breakage syndrome-like disorder	icd11:1925662580	Nijmegen breakage syndrome	0.65
doid:0110130	Bardet-Biedl syndrome 8	mondo	mondo:0014435	Bardet-Biedl syndrome 7	mondo:0014436	Bardet-Biedl syndrome 8	0.68
efo:1001309	Encephalitis, Tick-Borne	icd10	icd10:A84	Tick-borne viral encephalitis	icd10:A84.9	NO_NAME_FOUND	0.55
doid:0081093	acute myeloid leukemia with t(8;21); (q22; q22.1)	mondo	mondo:0100394	acute myeloid leukemia, t(1;22)	mondo:0850492	acute myeloid leukemia, t(8;21)(q22; q22.1)	0.73
orphanet.ordo:552	MODY	doid	doid:0111108	maturity-onset diabetes of the young type 10	doid:0050524	maturity-onset diabetes of the young	0.74
mondo:0017446	apodia	icd11	icd11:1292290082	Apodia, bilateral	icd11:1419324219	Apodia	0.59
mondo:0007608	desmoid tumor	doid	doid:0111349	hereditary desmoid disease	doid:0080366	desmoid tumor	0.57
ncit:C40170	Uterine Corpus Diffuse Leiomyomatosis	doid	doid:5917	uterine corpus diffuse leiomyomatosis	doid:5916	uterine corpus leiomyomatosis	0.93
mondo:0005916	placenta accreta	ncit	ncit:C113386	Placenta Percreta	ncit:C26856	Placenta Accreta	1.0
doid:0110874	holoprosencephaly 6	mondo	mondo:0019756	lobar holoprosencephaly	mondo:0011616	holoprosencephaly 6	0.67
icd11:327350590	Rippling muscle disease with myasthenia gravis	mondo	mondo:0021142	acquired rippling muscle disease	mondo:0016100	rippling muscle disease with myasthenia gravis	0.85
icd11:1005140361	Rickettsialpox	mondo	mondo:0006927	Rickettsiaceae infectious disease	mondo:0019360	rickettsialpox	0.6
doid:0060119	pharynx cancer	ncit	ncit:C9466	Pharyngeal Carcinoma	ncit:C3325	Pharyngeal Neoplasm	0.84
mondo:0008487	polycystic ovary syndrome	icd11	icd11:751558883	Polycystic ovary	icd11:1213633323	Polycystic ovary syndrome	0.61
doid:0110305	autosomal dominant limb-girdle muscular dystrophy type 1	mondo	mondo:0018098	autosomal dominant limb-girdle muscular dystrophy type 1E (DES)	mondo:0021018	autosomal dominant limb-girdle muscular dystrophy type 1D (DNAJB6)	0.79
mondo:0004784	allergic asthma	icd11	icd11:1779929269	Allergic asthma, uncomplicated	icd11:1870104478	Allergic asthma	0.69
efo:1000414	Ovarian Dysgerminoma	mondo	mondo:0003002	dysgerminoma	mondo:0003481	dysgerminoma of ovary	0.79
mondo:0007636	frontorhiny	doid	doid:0081044	frontonasal dysplasia	doid:0081045	frontonasal dysplasia 1	0.87
efo:1002020	polyarticular juvenile idiopathic arthritis, rheumatoid factor negative	mondo	mondo:0019435	rheumatoid factor-positive polyarticular juvenile idiopathic arthritis	mondo:0019432	rheumatoid factor-negative juvenile idiopathic arthritis	0.93
ncit:C34845	Nephrotic Syndrome	mondo	mondo:0002331	nephrosis	mondo:0005377	nephrotic syndrome	1.01
ncit:C8090	Malignant Childhood Hemangiopericytoma	mondo	mondo:0009330	hemangiopericytoma, malignant	mondo:0004344	childhood malignant hemangiopericytoma	0.67
icd11:282225286	Cardiomyopathy	mondo	mondo:0000591	intrinsic cardiomyopathy	mondo:0004994	cardiomyopathy	0.85
orphanet.ordo:65682	Benign recurrent intrahepatic cholestasis	doid	doid:0070231	benign recurrent intrahepatic cholestasis 1	doid:0070230	benign recurrent intrahepatic cholestasis	0.54
ncit:C7461	Somatotroph Pituitary Neuroendocrine Tumor	doid	doid:5716	hormone producing pituitary cancer	doid:6255	growth hormone secreting pituitary adenoma	0.6
mondo:0001586	mucopolysaccharidosis type 1	ncit	ncit:C125387	Migrating Partial Seizures in Infancy	ncit:C85053	Mucopolysaccharidosis Type I	0.55
efo:1000824	asphyxia neonatorum	icd11	icd11:848321559	Birth asphyxia	icd11:1281282034	Hypoxic ischaemic encephalopathy of newborn	0.61
doid:13382	megaloblastic anemia	mondo	mondo:0009853	Imerslund-Grasbeck syndrome	mondo:0001700	megaloblastic anemia	0.6
doid:11512	Budd-Chiari syndrome	mondo	mondo:0019514	hepatic veno-occlusive disease	mondo:0006786	hepatic vein thrombosis	0.77
mondo:0012542	psoriasis 8, susceptibility to	doid	doid:0111279	psoriasis 7	doid:0111288	psoriasis 8	0.48
icd11:126160943	Duplications of the long arm of chromosome 16	mondo	mondo:0016934	partial duplication of chromosome 16	mondo:0016966	partial trisomy of the long arm of chromosome 16	0.55
omim.ps:220150	Hypouricemia, renal	mondo	mondo:0009071	hereditary renal hypouricemia	mondo:0968951	hypouricemia, renal	0.7
omim.ps:607086	Aortic aneurysm, familial thoracic	mondo	mondo:0014950	aortic aneurysm, familial thoracic 10	mondo:0019625	familial thoracic aortic aneurysm and aortic dissection	0.51
ncit:C3130	Ileal Neoplasm	doid	doid:10153	ileum cancer	doid:10156	benign ileal neoplasm	0.64
doid:8857	lupus erythematosus	mondo	mondo:0007915	systemic lupus erythematosus	mondo:0004670	lupus erythematosus	0.73
doid:397	restrictive cardiomyopathy	orphanet.ordo	orphanet.ordo:217632	Restrictive cardiomyopathy	orphanet.ordo:75249	Familial isolated restrictive cardiomyopathy	0.83
doid:0081458	thyroid gland cribriform morular carcinoma	mondo	mondo:0009055	cutis marmorata telangiectatica congenita	mondo:0971034	thyroid gland cribriform morular carcinoma	0.59
doid:0080141	mosaic variegated aneuploidy syndrome 1	mondo	mondo:0000141	mosaic variegated aneuploidy syndrome	mondo:0009759	mosaic variegated aneuploidy syndrome 1	0.75
doid:0081385	ataxia-telangiectasia-like disorder-2	mondo	mondo:0011457	ataxia-telangiectasia-like disorder	mondo:0014399	ataxia-telangiectasia-like disorder 2	0.64
doid:0060877	bullous congenital ichthyosiform erythroderma	ncit	ncit:C62569	Epidermolytic Ichthyosis	ncit:C84777	Ichthyosis Bullosa of Siemens	0.62
doid:0001816	angiosarcoma	ncit	ncit:C9040	Adult Angiosarcoma	ncit:C3088, ncit:C9275	Localized Angiosarcoma, Angiosarcoma	0.67
efo:0009687	somatoform disorder	mondo	mondo:0024316	physiological malfunction arising from mental factor	mondo:0003117	somatoform disorder	0.87
doid:0111909	autosomal dominant thrombophilia due to protein C deficiency	mondo	mondo:0008560	thrombophilia due to activated protein C resistance	mondo:0008316	thrombophilia due to protein C deficiency, autosomal dominant	0.66
ncit:C4127	Diffuse Type Adenocarcinoma	mondo	mondo:0005017	diffuse gastric adenocarcinoma	mondo:0021652	diffuse type adenocarcinoma	0.96
doid:0050471	Carney complex	mondo	mondo:0011525	Carney complex type 2	mondo:0015285	Carney complex	0.84
mondo:0020511	precursor B-cell acute lymphoblastic leukemia	icd11	icd11:1841068359	Precursor B-cell lymphoblastic leukaemia	icd11:1099674056	Precursor B-lymphoblastic neoplasms	0.66
doid:8533	hypopharynx cancer	ncit	ncit:C9465	Hypopharyngeal Carcinoma	ncit:C7190	Malignant Hypopharyngeal Neoplasm	0.56
