source identifier	source name	target prefix	predicted identifier	predicted name	true identifier	true name	confidence
ncit:C3389	Post-Traumatic Stress Disorder	mesh	mesh:D040921	Stress Disorders, Traumatic	mesh:D013313	Stress Disorders, Post-Traumatic	0.68
orphanet.ordo:93618	Rare cause of hypertension	mondo	mondo:0005044	hypertensive disorder	mondo:0019748	obsolete rare cause of hypertension	0.35
mondo:0008811	XK aprosencephaly	orphanet.ordo	orphanet.ordo:566852	Atelencephaly	orphanet.ordo:3469	XK aprosencephaly syndrome	0.53
orphanet.ordo:210566	Myoclonic dystonia 15	mondo	mondo:0008044	myoclonic dystonia 11	mondo:0011844	myoclonic dystonia 15	0.6
orphanet.ordo:83469	Desmoplastic small round cell tumor	ncit	ncit:C27372	Childhood Desmoplastic Small Round Cell Tumor	ncit:C8300	Desmoplastic Small Round Cell Tumor	0.56
efo:1000467	Peritoneal Mesothelioma	orphanet.ordo	orphanet.ordo:676036	Peritoneal mesothelioma in situ	orphanet.ordo:168811	Malignant peritoneal mesothelioma	0.63
orphanet.ordo:595	Centronuclear myopathy	mondo	mondo:0002921	congenital structural myopathy	mondo:0018947	centronuclear myopathy	0.55
orphanet.ordo:182040	Rare aplastic anemia	icd10	icd10:D61	Other aplastic anaemias	icd10:D61.9, icd10:D61.3, icd10:D61.0, icd10:D61.2, icd10:D61.8, icd10:D61.1	""	0.6
mondo:0012930	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency	orphanet.ordo	orphanet.ordo:178503	Dursun syndrome	orphanet.ordo:331176	Severe congenital neutropenia due to G6PC3 deficiency	0.52
mondo:0042967	rheumatic disease of mitral valve	ncit	ncit:C197957	Rheumatic Mitral Valve Disease	ncit:C78446	Mitral Valve Disorder	0.95
mondo:0011576	familial hyperaldosteronism type II	orphanet.ordo	orphanet.ordo:642671	Familial hyperaldosteronism type IV	orphanet.ordo:404	Familial hyperaldosteronism type II	0.64
mondo:0019988	pauci-immune glomerulonephritis with ANCA	orphanet.ordo	orphanet.ordo:97564	Pauci-immune glomerulonephritis without ANCA	orphanet.ordo:97563	Pauci-immune glomerulonephritis with ANCA	0.72
mondo:0017865	congenital pulmonary valve stenosis	orphanet.ordo	orphanet.ordo:99054	Valvular pulmonary stenosis	orphanet.ordo:3189	Congenital pulmonary valvar stenosis	0.72
orphanet.ordo:3033	Renal tubular dysgenesis	mondo	mondo:0009970	renal tubular dysgenesis of genetic origin	mondo:0017609	renal tubular dysgenesis	0.58
mondo:0017180	10q22.3q23.3 microduplication syndrome	orphanet.ordo	orphanet.ordo:276413	10q22.3q23.3 microdeletion syndrome	orphanet.ordo:276422	10q22.3q23.3 microduplication syndrome	0.58
mesh:D000544	Alzheimer Disease	ncit	ncit:C34524	Senile Dementia	ncit:C2866	Alzheimer's Disease	0.7
icd10:G11	Hereditary ataxia	orphanet.ordo	orphanet.ordo:183518	Hereditary ataxia	orphanet.ordo:247765, orphanet.ordo:98757, orphanet.ordo:208508, orphanet.ordo:101	Autosomal dominant cerebellar ataxia type II, Spinocerebellar ataxia type 3, X-linked cerebellar ataxia, Dentatorubral pallidoluysian atrophy	0.5
orphanet.ordo:645617	Amyopathic dermatomyositis	mondo	mondo:0016367	dermatomyositis	mondo:0043317	amyopathic dermatomyositis	0.51
orphanet.ordo:269215	Isolated Dandy-Walker malformation without hydrocephalus	mondo	mondo:0017110	isolated Dandy-Walker malformation with hydrocephalus	mondo:0017111	isolated Dandy-Walker malformation without hydrocephalus	0.73
orphanet.ordo:98623	Syndromic keratoconus	mondo	mondo:0015486	keratoconus	mondo:0020211	obsolete syndromic keratoconus	0.52
mondo:0020560	atypical teratoid rhabdoid tumor	orphanet.ordo	orphanet.ordo:231108	Rhabdoid tumor predisposition syndrome	orphanet.ordo:99966	Atypical teratoid rhabdoid tumor	0.63
mondo:0012817	Ewing sarcoma	orphanet.ordo	orphanet.ordo:370348	Peripheral primitive neuroectodermal tumor	orphanet.ordo:319	Skeletal Ewing sarcoma	0.55
orphanet.ordo:181428	Familial Hyperalphalipoproteinemia	mondo	mondo:0007744	cholesterol-ester transfer protein deficiency	mondo:0015903	hyperalphalipoproteinemia	0.57
orphanet.ordo:50251	Pleural mesothelioma	efo	efo:1000485	Pleural Mesothelioma	efo:1000355	Malignant Mesothelioma	0.79
orphanet.ordo:98819	Familial temporal lobe epilepsy	mondo	mondo:0011965	familial temporal lobe epilepsy 2	mondo:0005115	temporal lobe epilepsy	0.89
orphanet.ordo:86900	Interdigitating dendritic cell sarcoma	mondo	mondo:0005813	interdigitating dendritic cell sarcoma	mondo:0009975	reticulum cell sarcoma	0.84
mondo:0006941	rat-bite fever	doid	doid:12096	sodoku disease	doid:12097, doid:13238	obsolete rat-bite fever, Haverhill fever	0.57
mesh:D007877	Legionnaires' Disease	ncit	ncit:C128335	Pontiac Fever	ncit:C128334, ncit:C128339	Legionella Pneumonia, Legionellosis	0.72
orphanet.ordo:252015	Choriocarcinoma of the central nervous system	mondo	mondo:0003953	pediatric CNS choriocarcinoma	mondo:0016740	choriocarcinoma of the central nervous system	0.73
mondo:0009861	phenylketonuria	orphanet.ordo	orphanet.ordo:2209	Maternal phenylketonuria	orphanet.ordo:716	Phenylketonuria	0.54
orphanet.ordo:370109	Ataxia-telangiectasia variant	mondo	mondo:0008840	ataxia telangiectasia	mondo:0018266	ataxia - telangiectasia variant	0.52
mondo:0015397	craniofacial microsomia	orphanet.ordo	orphanet.ordo:141136	Otomandibular syndrome	orphanet.ordo:141132	Oculo-auriculo-vertebral spectrum	0.52
mondo:0009865	glycogen storage disease due to phosphoglycerate mutase deficiency	orphanet.ordo	orphanet.ordo:79201	Glycogen storage disease	orphanet.ordo:97234	Glycogen storage disease due to phosphoglycerate mutase deficiency	0.58
orphanet.ordo:231183	Usher syndrome type 3	mondo	mondo:0010170	Usher syndrome type 3A	mondo:0016485	Usher syndrome type 3	0.53
orphanet.ordo:617930	Hemophilia B Leyden	mondo	mondo:0010604	hemophilia B	mondo:0850054	hemophilia B leyden	0.52
orphanet.ordo:1572	Common variable immunodeficiency	mondo	mondo:0011864	immunodeficiency, common variable, 1	mondo:0015517	common variable immunodeficiency	0.73
orphanet.ordo:2495	Meningioma	ncit	ncit:C9093	Adult Meningioma	ncit:C6971, ncit:C3230	Meningioma, Meningothelial Cell Neoplasm	0.75
orphanet.ordo:79193	Disorder of pyrimidine metabolism	mondo	mondo:0037937	pyrimidine metabolism disease	mondo:0019238	inborn disorder of pyrimidine metabolism	0.56
mondo:0010193	Weaver syndrome	orphanet.ordo	orphanet.ordo:3446	Weaver-like syndrome	orphanet.ordo:3447	Weaver syndrome	0.52
orphanet.ordo:2929	Juvenile polyposis syndrome	mondo	mondo:0008276	generalized juvenile polyposis/juvenile polyposis coli	mondo:0017380	juvenile polyposis syndrome	0.56
orphanet.ordo:201	Cowden syndrome	gard	gard:6202	Cowden disease	gard:0006202	""	0.6
mondo:0011916	Charcot-Marie-Tooth disease axonal type 2K	orphanet.ordo	orphanet.ordo:99944	Autosomal dominant Charcot-Marie-Tooth disease type 2K	orphanet.ordo:101097	Autosomal recessive Charcot-Marie-Tooth disease with hoarseness	0.9
orphanet.ordo:466729	Familial patent arterial duct	mondo	mondo:0011827	patent ductus arteriosus	mondo:0018758	obsolete familial patent arterial duct	0.52
mondo:0016002	Ehlers-Danlos syndrome, kyphoscoliotic type 1	orphanet.ordo	orphanet.ordo:2691	Nevo syndrome	orphanet.ordo:1900	Kyphoscoliotic Ehlers-Danlos syndrome due to lysyl hydroxylase 1 deficiency	0.53
ncit:C7633	Peritoneal Mesothelial Neoplasm	orphanet.ordo	orphanet.ordo:676036	Peritoneal mesothelioma in situ	orphanet.ordo:168811	Malignant peritoneal mesothelioma	0.63
orphanet.ordo:33069	Dravet syndrome	mondo	mondo:0100079	developmental and epileptic encephalopathy, 6	mondo:0011794	obsolete Dravet syndrome	0.56
orphanet.ordo:572550	RFVT3-related riboflavin transporter deficiency	mondo	mondo:0024537	Brown-Vialetto-van Laere syndrome 1	mondo:0013867	Brown-Vialetto-van Laere syndrome 2	0.51
orphanet.ordo:98661	Syndromic rod-cone dystrophy	mondo	mondo:0019200	retinitis pigmentosa	mondo:0020240	obsolete syndromic retinitis pigmentosa	0.52
mesh:D011014	Pneumonia	ncit	ncit:C171550	COVID-19-Associated Pneumonia	ncit:C3333	Pneumonia	0.51
doid:1752	ocular melanoma	ncit	ncit:C7712	Uveal Melanoma	ncit:C8562	Ocular Melanoma	0.7
orphanet.ordo:141276	Tessier number 7 facial cleft	mondo	mondo:0010850	Tessier number 4 facial cleft	mondo:0013300	commissural facial cleft	0.64
ncit:C34687	Diaphragmatic Hernia	mondo	mondo:0009103	diaphragmatic hernia 2	mondo:0005711	congenital diaphragmatic hernia	0.66
ncit:C3235	Metabolic Disorder	icd10	icd10:E88	Other metabolic disorders	icd10:E70-E90	""	0.76
ncit:C41249	Pancreatic Intraductal Papillary-Mucinous Neoplasm, Low Grade	doid	doid:7575	pancreatic intraductal papillary-mucinous neoplasm	doid:7851	pancreatic intraductal papillary-mucinous adenoma	0.77
mondo:0018964	homocystinuria without methylmalonic aciduria	orphanet.ordo	orphanet.ordo:293355	Methylmalonic acidemia without homocystinuria	orphanet.ordo:622	Homocystinuria without methylmalonic aciduria	0.59
orphanet.ordo:69	Amyloidosis	icd10	icd10:E85	Amyloidosis	icd10:E85.0	""	0.5
orphanet.ordo:42665	Tietz syndrome	mondo	mondo:0001858	Tietze syndrome	mondo:0007077	Tietz syndrome	0.72
orphanet.ordo:536471	Spondylodysplastic Ehlers-Danlos syndrome	mondo	mondo:0007526	Ehlers-Danlos syndrome, spondylodysplastic type	mondo:0034021	spondylodysplastic Ehlers-Danlos syndrome	0.56
mondo:0010354	Allan-Herndon-Dudley syndrome	orphanet.ordo	orphanet.ordo:73220	X-linked intellectual disability-hypotonic face syndrome	orphanet.ordo:59	Allan-Herndon-Dudley syndrome	0.6
orphanet.ordo:289494	4H leukodystrophy	mondo	mondo:0100605	POLR-related leukodystrophy	mondo:0700282	POLR3-related leukodystrophy	0.74
orphanet.ordo:493342	Vibratory urticaria	mondo	mondo:0007448	familial dermatographia	mondo:0007447, mondo:0006618	vibratory urticaria, autosomal dominant vibratory urticaria	0.56
orphanet.ordo:423975	Neuroendocrine tumor of the small intestine	ncit	ncit:C4638	Small Intestinal Neuroendocrine Tumor G1	ncit:C5803	Small Intestinal Neuroendocrine Neoplasm	0.74
mondo:0008056	myotonic dystrophy type 1	orphanet.ordo	orphanet.ordo:206647	Myotonic dystrophy	orphanet.ordo:273	Steinert myotonic dystrophy	0.83
mondo:0012864	chromosome 2q32-q33 deletion syndrome	orphanet.ordo	orphanet.ordo:576278	SATB2-associated syndrome	orphanet.ordo:251019, orphanet.ordo:576283	2q32q33 microdeletion syndrome, SATB2-associated syndrome due to a pathogenic variant	0.56
orphanet.ordo:2969	Proteus-like syndrome	mondo	mondo:0008021	Cowden syndrome 1	mondo:0017571	Proteus-like syndrome	0.66
ncit:C26806	Keratoconus	orphanet.ordo	orphanet.ordo:98623	Syndromic keratoconus	orphanet.ordo:156071	OBSOLETE: Keratoconus	0.52
orphanet.ordo:402041	Autosomal recessive distal renal tubular acidosis	mondo	mondo:0011268	renal tubular acidosis, distal, 3, with or without sensorineural hearing loss	mondo:0018440	autosomal recessive distal renal tubular acidosis	0.52
orphanet.ordo:2616	3M syndrome	mondo	mondo:0010117	3M syndrome 1	mondo:0007477	3-M syndrome	0.58
mondo:0007167	atelosteogenesis type I	orphanet.ordo	orphanet.ordo:56304	Atelosteogenesis type II	orphanet.ordo:1190	Atelosteogenesis type I	0.65
mondo:0016459	2q23.1 microdeletion syndrome	orphanet.ordo	orphanet.ordo:313947	2q23.1 microduplication syndrome	orphanet.ordo:228402	2q23.1 microdeletion syndrome	0.76
mondo:0016586	systemic mastocytosis	orphanet.ordo	orphanet.ordo:98850	Aggressive systemic mastocytosis	orphanet.ordo:2467	Systemic mastocytosis	0.54
orphanet.ordo:3406	Ulerythema ophryogenesis	mondo	mondo:0018855	keratosis pilaris atrophicans	mondo:0018086	ulerythema ophryogenesis	0.64
efo:1001283	Candidiasis, Invasive	mondo	mondo:0042233	disseminated candidiasis	mondo:0044067	candidiasis, invasive	0.72
orphanet.ordo:313947	2q23.1 microduplication syndrome	mondo	mondo:0016459	2q23.1 microdeletion syndrome	mondo:0017786	2q23.1 microduplication syndrome	0.76
orphanet.ordo:1489	Whooping cough	icd10	icd10:A37	Whooping cough	icd10:A37.9, icd10:A37.1, icd10:A37.0, icd10:A37.8	""	0.77
orphanet.ordo:576	Mucolipidosis type II	mondo	mondo:0009653	mucolipidosis type IV	mondo:0009650	mucolipidosis type II	0.63
orphanet.ordo:98954	Meesmann corneal dystrophy	mondo	mondo:0020791	corneal dystrophy, Meesmann, 1	mondo:0007379	Meesmann corneal dystrophy	0.75
ncit:C92564	Phonological Disorder	mesh	mesh:D066229	Speech Sound Disorder	mesh:D001184	Articulation Disorders	0.99
orphanet.ordo:377789	malformation syndrome	mondo	mondo:0019755	developmental defect during embryogenesis	mondo:8000032	obsolete malformation syndrome	0.86
orphanet.ordo:418	Congenital adrenal hyperplasia	mondo	mondo:0015898	adrenogenital syndrome	mondo:0018479	congenital adrenal hyperplasia	0.57
orphanet.ordo:3322	Hoyeraal-Hreidarsson syndrome	mondo	mondo:0015780	dyskeratosis congenita	mondo:0018045	Hoyeraal-Hreidarsson syndrome	0.53
mondo:0020437	atrial septal defect, ostium primum type	orphanet.ordo	orphanet.ordo:1330	Partial atrioventricular septal defect	orphanet.ordo:99106	Atrial septal defect, ostium primum type	0.6
orphanet.ordo:978	ADULT syndrome	mondo	mondo:0003541	adult acute lymphoblastic leukemia	mondo:0007072	ADULT syndrome	0.5
orphanet.ordo:137639	Hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome	mondo	mondo:0100600	hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome	mondo:0011897	leukoencephalopathy-ataxia-hypodontia-hypomyelination syndrome	0.82
orphanet.ordo:564	Meckel syndrome	mondo	mondo:0009571	Meckel syndrome, type 1	mondo:0018921	Meckel syndrome	0.56
orphanet.ordo:90050	Retinopathy of prematurity	mondo	mondo:0007589	exudative vitreoretinopathy 1	mondo:0006952	retinopathy of prematurity	0.53
efo:1000445	Pancreatic Vipoma	mondo	mondo:0019960	VIPoma	mondo:0003622	pancreatic vasoactive intestinal peptide producing tumor	0.99
ncit:C84689	Epidemic Louse-Borne Typhus	efo	efo:0007182	Brill-Zinsser disease	efo:1001162, efo:0009117	rickettsiosis, typhus	0.7
orphanet.ordo:514	Acute monoblastic/monocytic leukemia	ncit	ncit:C7940	Childhood Acute Monoblastic and Monocytic Leukemia	ncit:C4861	Acute Monocytic Leukemia	0.55
orphanet.ordo:284973	Marfan syndrome type 2	mondo	mondo:0012427	Loeys-Dietz syndrome 2	mondo:0017308	obsolete Marfan syndrome type 2	0.52
mondo:0014717	early-onset Lafora body disease	orphanet.ordo	orphanet.ordo:424027	Progressive myoclonic epilepsy type 8	orphanet.ordo:324290	Early-onset Lafora body disease	0.65
ncit:C45161	Borrelia Burgdorferi Infection	mesh	mesh:D001899	Borrelia Infections	mesh:D008193	Lyme Disease	0.73
orphanet.ordo:251912	Pineocytoma	ncit	ncit:C8291	Adult Pineocytoma	ncit:C6966	Pineocytoma	0.54
mondo:0008641	retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations	orphanet.ordo	orphanet.ordo:3421	Cerebroretinal vasculopathy	orphanet.ordo:247691	Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations	0.52
orphanet.ordo:564	Meckel syndrome	mondo	mondo:0013609	Meckel syndrome, type 10	mondo:0018921	Meckel syndrome	0.79
orphanet.ordo:3110	Rombo syndrome	gard	gard:4738	Rombo syndrome	gard:0004738	""	0.5
orphanet.ordo:1679	Diphtheria	icd10	icd10:A36	Diphtheria	icd10:A36.8, icd10:A36.2, icd10:A36.3, icd10:A36.9, icd10:A36.0, icd10:A36.1	""	0.77
doid:0080808	mammary analogue secretory carcinoma	ncit	ncit:C188068	Lung Secretory Carcinoma	ncit:C123384	Salivary Gland Secretory Carcinoma	0.58
ncit:C165497	Spitz Melanoma	doid	doid:0060888	transient myeloproliferative syndrome	doid:0070326	spitzoid melanoma	0.59
orphanet.ordo:289390	Primary Sjögren syndrome	ncit	ncit:C116985	Primary Sjogren Syndrome	ncit:C34819, ncit:C70647, ncit:C26883	Sicca Syndrome, Mikulicz Disease, Sjogren Syndrome	0.91
mesh:D015526	AIDS Dementia Complex	ncit	ncit:C3715	AIDS Encephalopathy	ncit:C2864	AIDS Dementia	0.57
mondo:0018274	GM3 synthase deficiency	orphanet.ordo	orphanet.ordo:171714	Amish infantile epilepsy syndrome	orphanet.ordo:370933	GM3 synthase deficiency	0.53
orphanet.ordo:3375	Trisomy X syndrome	mondo	mondo:0700065	trisomy	mondo:0018066	trisomy X	0.52
ncit:C3212	Lymphoplasmacytic Lymphoma	doid	doid:0060901	lymphoplasmacytic lymphoma	doid:9080, doid:0050747	macroglobulinemia, lymphoplasmacytic lymphoma	0.7
orphanet.ordo:263317	Thymoma type B	mondo	mondo:0006458	thymoma type B3	mondo:0016974	thymoma type B	0.6
mondo:0007057	Acroosteolysis dominant type	orphanet.ordo	orphanet.ordo:2853	Serpentine fibula-polycystic kidneys syndrome	orphanet.ordo:955	Hajdu-Cheney syndrome	0.52
icd11:2012425106	Corpus callosum agenesis	mondo	mondo:0009022	corpus callosum, agenesis of	mondo:0026419	obsolete isolated corpus callosum agenesis	0.9
mesh:D016584	Panic Disorder	ncit	ncit:C92620	Panic Attack	ncit:C34890	Panic Disorder	1.08
orphanet.ordo:3202	Dehydrated hereditary stomatocytosis	mondo	mondo:0008689	dehydrated hereditary stomatocytosis with or without pseudohyperkalemia and/or perinatal edema	mondo:0017910	dehydrated hereditary stomatocytosis	0.75
ncit:C129739	Monogenic Diabetes	orphanet.ordo	orphanet.ordo:552	MODY	orphanet.ordo:183625	Rare genetic diabetes mellitus	0.55
ncit:C142806	Transcobalamin II Deficiency	orphanet.ordo	orphanet.ordo:2967	Transcobalamin I deficiency	orphanet.ordo:859	Transcobalamin deficiency	0.77
orphanet.ordo:983	Testicular regression syndrome	mondo	mondo:1011127	testicular regression syndrome, horse	mondo:8000015	46,XY sex reversal 11	0.52
doid:1094	attention deficit hyperactivity disorder	ncit	ncit:C97160	Attention Deficit Hyperactivity Disorder	ncit:C35092	Attention Deficit Hyperactivity Disorder, Inattentive Type	0.7
orphanet.ordo:449	Hepatoblastoma	mondo	mondo:0007256	hepatocellular carcinoma	mondo:0018666	hepatoblastoma	0.52
doid:0050543	Charcot-Marie-Tooth disease intermediate type	orphanet.ordo	orphanet.ordo:90114	Autosomal dominant intermediate Charcot-Marie-Tooth disease	orphanet.ordo:476123	Intermediate Charcot-Marie-Tooth disease	0.63
orphanet.ordo:250	Frontonasal dysplasia	mondo	mondo:0007636	frontorhiny	mondo:0016643	frontonasal dysplasia	0.86
orphanet.ordo:654	Nephroblastoma	mondo	mondo:0008679	Wilms tumor 1	mondo:0019004	kidney Wilms tumor	0.59
orphanet.ordo:240371	Syndromic obesity	mondo	mondo:0011122	obesity disorder	mondo:0016565	obsolete syndromic genetic obesity	0.45
orphanet.ordo:1429	Benign hereditary chorea	mondo	mondo:0021011	hereditary progressive chorea without dementia	mondo:0001595	choreatic disease	0.55
orphanet.ordo:85138	Addison disease	mondo	mondo:0015129	chronic primary adrenal insufficiency	mondo:0100480	autoimmune primary adrenal insufficiency	0.58
orphanet.ordo:994	Fetal akinesia deformation sequence	mondo	mondo:0008824	fetal akinesia deformation sequence	mondo:0100101	fetal akinesia deformation sequence 1	0.89
mondo:0014702	autosomal recessive complex spastic paraplegia type 9B	orphanet.ordo	orphanet.ordo:100981	Autosomal recessive complex spastic paraplegia	orphanet.ordo:447760	Autosomal recessive spastic paraplegia type 9B	0.61
efo:1001437	Tracheal neoplasm	doid	doid:3225	tracheal disease	doid:248	trachea leiomyoma	0.79
orphanet.ordo:508410	Familial intestinal malrotation	mondo	mondo:0008666	volvulus of midgut	mondo:0034819	obsolete familial intestinal malrotation	0.93
mondo:0017575	mitochondrial neurogastrointestinal encephalomyopathy	orphanet.ordo	orphanet.ordo:1876	Oculogastrointestinal muscular dystrophy	orphanet.ordo:298	Mitochondrial neurogastrointestinal encephalomyopathy	0.53
orphanet.ordo:247198	Progressive cerebello-cerebral atrophy	mondo	mondo:0013438	pontocerebellar hypoplasia type 2D	mondo:0016589	obsolete progressive cerebello-cerebral atrophy	0.53
mondo:0005883	ophthalmic herpes zoster	doid	doid:9210	herpes zoster oticus	doid:8535	obsolete ophthalmic herpes zoster	0.63
ncit:C128341	Foodborne Botulism	doid	doid:11976	botulism	doid:0050352	foodborne botulism	0.66
omim.ps:194070	Wilms tumor	doid	doid:2154	nephroblastoma	doid:5183	hereditary Wilms' tumor	0.51
orphanet.ordo:141199	Cerebrofacial arteriovenous metameric syndrome type 3	mondo	mondo:0015405	cerebrofacial arteriovenous metameric syndrome	mondo:0015407	cerebrofacial arteriovenous metameric syndrome type 3	0.53
orphanet.ordo:506112	Mixed neuroendocrine and non-neuroendocrine neoplasm of pancreas	ncit	ncit:C164255	Mixed Neuroendocrine Non-Neuroendocrine Neoplasm	ncit:C45843	Pancreatic Mixed Adenoneuroendocrine Carcinoma	0.64
mondo:0017111	isolated Dandy-Walker malformation without hydrocephalus	orphanet.ordo	orphanet.ordo:269212	Isolated Dandy-Walker malformation with hydrocephalus	orphanet.ordo:269215	Isolated Dandy-Walker malformation without hydrocephalus	0.73
ncit:C4824	Tongue Carcinoma	doid	doid:8649	tongue cancer	doid:0080641	tongue carcinoma	0.68
mondo:0008260	Kindler syndrome	orphanet.ordo	orphanet.ordo:2907	Hereditary acrokeratotic poikiloderma	orphanet.ordo:2908	Kindler epidermolysis bullosa	0.57
mesh:D000073605	Spotted Fever Group Rickettsiosis	orphanet.ordo	orphanet.ordo:83312	Rickettsialpox	orphanet.ordo:102022	Spotted fever rickettsiosis	0.54
orphanet.ordo:1896	EEC syndrome	mondo	mondo:0017919	exstrophy-epispadias complex	mondo:0010004	EEC syndrome	0.54
mondo:0008898	camptodactyly syndrome, Guadalajara type 1	orphanet.ordo	orphanet.ordo:488434	Camptodactyly syndrome, Guadalajara type 3	orphanet.ordo:1327	Camptodactyly syndrome, Guadalajara type 1	0.75
ncit:C2982	Depression	mesh	mesh:D003863	Depression	mesh:D003866	Depressive Disorder	0.5
mondo:0015553	dystrophic epidermolysis bullosa, nails only	orphanet.ordo	orphanet.ordo:303	Dystrophic epidermolysis bullosa	orphanet.ordo:158676	Localized dystrophic epidermolysis bullosa, nails only	0.64
mondo:0011273	H syndrome	orphanet.ordo	orphanet.ordo:254707	Faisalabad histiocytosis	orphanet.ordo:168569	H syndrome	0.52
mondo:0007772	pseudohypoaldosteronism type 2A	orphanet.ordo	orphanet.ordo:757	Pseudohypoaldosteronism type 2	orphanet.ordo:88938	Pseudohypoaldosteronism type 2A	0.66
orphanet.ordo:1190	Atelosteogenesis type I	mondo	mondo:0009727	atelosteogenesis type II	mondo:0007167	atelosteogenesis type I	0.65
orphanet.ordo:402007	Lichen myxedematosus	mondo	mondo:0015665	scleromyxedema	mondo:0018432	lichen myxedematosus	0.63
orphanet.ordo:576	Mucolipidosis type II	ncit	ncit:C125595	Mucolipidosis Type IIIA	ncit:C61270	I-Cell Disease	0.61
orphanet.ordo:172	Progressive familial intrahepatic cholestasis	mondo	mondo:0030810	cholestasis, progressive familial intrahepatic, 10	mondo:0015762	progressive familial intrahepatic cholestasis	0.73
orphanet.ordo:93388	Brachydactyly type A1	mondo	mondo:0020701	brachydactyly type A1A	mondo:0007215	brachydactyly type A1	0.8
orphanet.ordo:182130	Tumor of endocrine glands	mondo	mondo:0002082	endocrine gland neoplasm	mondo:0015936	obsolete rare tumor of endocrine glands	0.86
orphanet.ordo:308166	Erythrokeratoderma variabilis progressiva	mondo	mondo:0030941	erythrokeratodermia variabilis et progressiva 7	mondo:0017851	erythrokeratodermia variabilis	0.69
orphanet.ordo:26793	Very long chain acyl-CoA dehydrogenase deficiency	mondo	mondo:0020531	long chain acyl-CoA dehydrogenase deficiency	mondo:0008723	very long chain acyl-CoA dehydrogenase deficiency	0.68
orphanet.ordo:65748	Multiple self-healing squamous epithelioma	gard	gard:3090	Multiple self-healing squamous epithelioma	gard:0003090	""	0.6
orphanet.ordo:93598	Primary hyperoxaluria type 1	mondo	mondo:0009824	primary hyperoxaluria type 2	mondo:0009823	primary hyperoxaluria type 1	0.63
orphanet.ordo:803	Amyotrophic lateral sclerosis	mondo	mondo:0012790	amyotrophic lateral sclerosis type 10	mondo:0004976	amyotrophic lateral sclerosis	0.73
efo:1000306	Intraductal Breast Papilloma	doid	doid:8224	central breast papilloma	doid:1626	breast duct papilloma	0.66
efo:0021801	x-linked warfarin sensitivity	mondo	mondo:0007390	coumarin resistance	mondo:0026768	obsolete warfarin sensitivity, X-linked	0.95
orphanet.ordo:26106	Hereditary diffuse gastric cancer	gard	gard:10900	Hereditary diffuse gastric adenocarcinoma	gard:0010900, gard:0010334	""	0.5
orphanet.ordo:79493	Brooke-Spiegler syndrome	gard	gard:10179	Brooke-spiegler syndrome	gard:0010179	""	0.5
mondo:0008490	otospondylomegaepiphyseal dysplasia, autosomal dominant	orphanet.ordo	orphanet.ordo:3450	Weissenbacher-Zweymuller syndrome	orphanet.ordo:166100	Autosomal dominant otospondylomegaepiphyseal dysplasia	0.52
efo:1000449	Papillary Meningioma	mondo	mondo:0003262	rhabdoid meningioma	mondo:0021088	papillary meningioma	0.95
orphanet.ordo:1359	Carney complex	mondo	mondo:0012137	Carney complex - trismus - pseudocamptodactyly syndrome	mondo:0015285	Carney complex	0.74
orphanet.ordo:85443	AL amyloidosis	mondo	mondo:0009693	plasma cell myeloma	mondo:0019438	AL amyloidosis	0.53
orphanet.ordo:99853	Ovarioleukodystrophy	mondo	mondo:0800448	leukoencephalopathy with vanishing white matter	mondo:0020506	obsolete ovarioleukodystrophy	0.52
mondo:0009877	Laron syndrome	orphanet.ordo	orphanet.ordo:181393	Growth hormone insensitivity syndrome	orphanet.ordo:633	Laron syndrome	0.8
orphanet.ordo:2322	Kabuki syndrome	mondo	mondo:0007843	Kabuki syndrome 1	mondo:0016512	Kabuki syndrome	0.79
orphanet.ordo:93599	Primary hyperoxaluria type 2	mondo	mondo:0009823	primary hyperoxaluria type 1	mondo:0009824	primary hyperoxaluria type 2	0.62
mondo:0011897	leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism	orphanet.ordo	orphanet.ordo:447893	Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome	orphanet.ordo:137639	Hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome	0.53
orphanet.ordo:403	Familial hyperaldosteronism type I	mondo	mondo:0011576	familial hyperaldosteronism type II	mondo:0007080	glucocorticoid-remediable aldosteronism	0.63
mondo:0007803	multiple system atrophy	orphanet.ordo	orphanet.ordo:441	Pure autonomic failure	orphanet.ordo:102	Multiple system atrophy	0.53
orphanet.ordo:2170	Methylcobalamin deficiency type cblG	mondo	mondo:0021915	arakawa syndrome 2	mondo:0009609	methylcobalamin deficiency type cblG	0.52
orphanet.ordo:2583	Mycetoma	icd10	icd10:B47	Mycetoma	icd10:B47.0, icd10:B47.1, icd10:B47.9	""	0.5
mondo:0017919	exstrophy-epispadias complex	orphanet.ordo	orphanet.ordo:1896	EEC syndrome	orphanet.ordo:322	Exstrophy-epispadias complex	0.54
