source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	source	confidence
icd11	icd11:1785213202	Brucella	skos:exactMatch	ncbitaxon	ncbitaxon:234	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
ecto	ecto:0000006	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1438948339	Exposure to ultraviolet radiation	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
mesh	mesh:D005247	Feeding Behavior	skos:exactMatch	nbo	nbo:0000079	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.57
ncbitaxon	ncbitaxon:5722	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2109674521	Trichomonas vaginalis	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:53436	NO_NAME_FOUND	skos:exactMatch	efo	efo:0007548	yaws	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
efo	efo:0005226	swine influenza	skos:exactMatch	ncbitaxon	ncbitaxon:12845	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
efo	efo:1001280	Burkholderia Infections	skos:exactMatch	ncbitaxon	ncbitaxon:32008	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
icd11	icd11:1354672399	14q32.2qter duplication	skos:exactMatch	chr	chr:9606-chr14q32.2	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:160	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:888671567	Treponema pallidum	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
icd11	icd11:1077921363	Dientamoeba	skos:exactMatch	ncbitaxon	ncbitaxon:43351	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
doid	doid:0060425	chromosome 8q21.11 deletion syndrome	skos:exactMatch	chr	chr:9606-chr8q21.11	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
ncbitaxon	ncbitaxon:57077	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2043557977	Dicrocoelium	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
icd11	icd11:554645611	Deltaretrovirus	skos:exactMatch	ncbitaxon	ncbitaxon:153136	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
cl	cl:0000232	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:48190539	Erythrocytes	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
ncbitaxon	ncbitaxon:28314	NO_NAME_FOUND	skos:exactMatch	efo	efo:0007139	aleutian mink disease	semapv:SemanticSimilarityThresholdMatching	logmap	0.49
icd11	icd11:67650550	Male gamete	skos:exactMatch	cl	cl:0000408	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.59
omim.ps	omim.ps:251000	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0002012	methylmalonic acidemia	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
ncbitaxon	ncbitaxon:287	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1811342866	Pseudomonas aeruginosa	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncbitaxon	ncbitaxon:10243	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1440087368	Cowpox virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:1238094739	Orientia tsutsugamushi	skos:exactMatch	ncbitaxon	ncbitaxon:784	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:33743	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:903359149	Kyasanur Forest disease virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:104454	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1668087315	Heterophyes	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
icd11	icd11:480467040	Granulocytes	skos:exactMatch	cl	cl:0000094	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
icd11	icd11:1472971081	Naegleria fowleri	skos:exactMatch	ncbitaxon	ncbitaxon:5763	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
nbo	nbo:0000181	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D057567	Memory, Long-Term	semapv:SemanticSimilarityThresholdMatching	logmap	0.89
icd11	icd11:1419345308	Neorickettsia sennetsu	skos:exactMatch	ncbitaxon	ncbitaxon:951	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
mf	mf:0000019	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D010465	Perception	semapv:SemanticSimilarityThresholdMatching	logmap	0.59
ncbitaxon	ncbitaxon:35789	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:584577246	Rickettsia helvetica	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
ncbitaxon	ncbitaxon:10374	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1858816640	Gammaherpesvirinae	semapv:SemanticSimilarityThresholdMatching	logmap	0.88
foodon	foodon:03420177	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:958499727	Gluten	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
mesh	mesh:D009948	Orgasm	skos:exactMatch	mf	mf:0000061	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.56
envo	envo:01000554	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:679908426	Hydrocarbon gas	semapv:SemanticSimilarityThresholdMatching	logmap	0.57
icd11	icd11:1783025664	Leptospira	skos:exactMatch	ncbitaxon	ncbitaxon:171	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
omim.ps	omim.ps:151623	NO_NAME_FOUND	skos:exactMatch	doid	doid:3012	Li-Fraumeni syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
ncbitaxon	ncbitaxon:773	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1522409994	Bartonella	semapv:SemanticSimilarityThresholdMatching	logmap	0.78
ncbitaxon	ncbitaxon:5806	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1595544262	Cryptosporidium	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
ncbitaxon	ncbitaxon:1301	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1997317917	Streptococcus	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncbitaxon	ncbitaxon:11572	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1140399515	Orthobunyavirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.84
chr	chr:9606-chr22q11.2	NO_NAME_FOUND	skos:exactMatch	doid	doid:11198	DiGeorge syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:2043557977	Dicrocoelium	skos:exactMatch	ncbitaxon	ncbitaxon:57077	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
ncbitaxon	ncbitaxon:1824	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D009617	Nocardia Infections	semapv:SemanticSimilarityThresholdMatching	logmap	0.66
nbo	nbo:0000079	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D005247	Feeding Behavior	semapv:SemanticSimilarityThresholdMatching	logmap	0.57
mondo	mondo:0975810	short stature with nonspecific skeletal abnormalities	skos:exactMatch	omim.ps	omim.ps:616255	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
icd11	icd11:1601172836	Bordetella parapertussis	skos:exactMatch	ncbitaxon	ncbitaxon:519	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbigene	ncbigene:280916	NO_NAME_FOUND	skos:exactMatch	doid	doid:0110390	retinitis pigmentosa 1	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
ncbitaxon	ncbitaxon:11909	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1434540394	Human T-cell lymphotropic virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.65
cl	cl:0000675	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1641279043	Female gamete	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
icd11	icd11:396455352	Erysipelothrix rhusiopathiae	skos:exactMatch	ncbitaxon	ncbitaxon:1648	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:136	NO_NAME_FOUND	skos:exactMatch	icd10	icd10:A65-A69	Other spirochaetal diseases	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:666	NO_NAME_FOUND	skos:exactMatch	doid	doid:1498	cholera	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
ncbitaxon	ncbitaxon:34504	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:205190346	Paragonimus westermani	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:1187852901	West Nile virus	skos:exactMatch	ncbitaxon	ncbitaxon:11082	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:1280	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1367266331	Staphylococcus aureus	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:1314	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:499724876	Streptococcus pyogenes	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:314596400	Paragonimus	skos:exactMatch	ncbitaxon	ncbitaxon:34503	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.89
icd11	icd11:1724313167	Pediculus	skos:exactMatch	ncbitaxon	ncbitaxon:121222	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:11051	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:646250592	Flavivirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.84
efo	efo:1001259	Adenoviridae Infections	skos:exactMatch	ncbitaxon	ncbitaxon:10508	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.67
ncit	ncit:C34594	Escherichia coli Infection	skos:exactMatch	ncbitaxon	ncbitaxon:562	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:779750023	Human immunodeficiency virus	skos:exactMatch	ncbitaxon	ncbitaxon:12721	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
pato	pato:0000047	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1069182691	Biological sex	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
doid	doid:0050472	monilethrix	skos:exactMatch	omim.ps	omim.ps:158000	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
doid	doid:2934	aleutian mink disease	skos:exactMatch	ncbitaxon	ncbitaxon:28314	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.47
icd11	icd11:421017026	Strongyloides stercoralis	skos:exactMatch	ncbitaxon	ncbitaxon:6248	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
pato	pato:0001043	NO_NAME_FOUND	skos:exactMatch	efo	efo:0009157	susceptibility to malaria	semapv:SemanticSimilarityThresholdMatching	logmap	0.48
icd11	icd11:738999268	Toxoplasmosis	skos:exactMatch	ncbitaxon	ncbitaxon:5810	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
ncbitaxon	ncbitaxon:5691	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1447196809	Trypanosoma brucei	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
ncbitaxon	ncbitaxon:1773	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:43213186	Mycobacterium tuberculosis	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:52373613	Plasmodium ovale	skos:exactMatch	ncbitaxon	ncbitaxon:36330	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:11039	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1074111698	Western equine encephalitis virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
icd11	icd11:1478829290	Tremor	skos:exactMatch	nbo	nbo:0000589	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
efo	efo:1001292	Circoviridae Infections	skos:exactMatch	ncbitaxon	ncbitaxon:39724	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.61
ncbitaxon	ncbitaxon:186801	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2122752710	Clostridium	semapv:SemanticSimilarityThresholdMatching	logmap	0.64
ncbitaxon	ncbitaxon:1637	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1927114867	Listeria	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
orphanet	orphanet:268261	DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion	skos:exactMatch	chr	chr:9606-chr21q22.13-q22.2	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:1123667327	Echinococcus multilocularis	skos:exactMatch	ncbitaxon	ncbitaxon:6211	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:71584	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1352899160	Balantidium	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
doid	doid:2755	Mycobacterium avium complex disease	skos:exactMatch	ncbitaxon	ncbitaxon:37162	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.63
chr	chr:9606-chr7p11.2-p13	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:530573802	7p11.2-p13 duplication	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:2085	NO_NAME_FOUND	skos:exactMatch	efo	efo:1001374	Mycoplasmatales Infections	semapv:SemanticSimilarityThresholdMatching	logmap	0.56
icd11	icd11:1679215344	Diphyllobothriasis	skos:exactMatch	ncbitaxon	ncbitaxon:2267273	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
ncbitaxon	ncbitaxon:1716	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:708898123	Corynebacterium	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
chr	chr:9606-chr11p15.4	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0017580	11p15.4 microduplication syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
icd11	icd11:458525725	pseudocowpox virus	skos:exactMatch	ncbitaxon	ncbitaxon:129726	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
icd11	icd11:1119585695	Onchocerca	skos:exactMatch	ncbitaxon	ncbitaxon:6281	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:2048203604	Mobility	skos:exactMatch	pato	pato:0000004	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.71
nbo	nbo:0000268	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0001627	dementia	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
ncbitaxon	ncbitaxon:64320	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:245882936	Zika virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:1480719958	Mycobacterium ulcerans	skos:exactMatch	ncbitaxon	ncbitaxon:1809	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
cl	cl:0000099	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:828798245	Interneuron	semapv:SemanticSimilarityThresholdMatching	logmap	0.74
icd11	icd11:620116655	Burkholderia cepacia complex	skos:exactMatch	ncbitaxon	ncbitaxon:87882	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
icd11	icd11:1997317917	Streptococcus	skos:exactMatch	ncbitaxon	ncbitaxon:1319	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
ncbitaxon	ncbitaxon:1773	NO_NAME_FOUND	skos:exactMatch	ncit	ncit:C128377	Tuberculosis Infection	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
ncbitaxon	ncbitaxon:1491	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1144581666	Clostridium botulinum	semapv:SemanticSimilarityThresholdMatching	logmap	0.86
icd11	icd11:1207618189	Haematopoietic stem cells	skos:exactMatch	cl	cl:0000034	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
nbo	nbo:0000621	NO_NAME_FOUND	skos:exactMatch	ncit	ncit:C92569	Selective Mutism	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
nbo	nbo:0000141	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D005518	Food Preferences	semapv:SemanticSimilarityThresholdMatching	logmap	0.78
icd11	icd11:581347778	Listeria monocytogenes	skos:exactMatch	ncbitaxon	ncbitaxon:1639	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:701376218	Trichuris trichiura	skos:exactMatch	ncbitaxon	ncbitaxon:36087	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:1124840333	Trichinella	skos:exactMatch	ncbitaxon	ncbitaxon:6333	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.87
icd11	icd11:1072544956	Human immunodeficiency virus type 2	skos:exactMatch	ncbitaxon	ncbitaxon:11709	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.62
ncit	ncit:C120864	Agenesis	skos:exactMatch	pato	pato:0002291	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
icd11	icd11:62211628	Trichophyton verrucosum	skos:exactMatch	ncbitaxon	ncbitaxon:63417	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
pato	pato:0001852	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:972770799	Dislocation or subluxation	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
doid	doid:0110390	retinitis pigmentosa 1	skos:exactMatch	ncbigene	ncbigene:280916	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
mondo	mondo:0018429	14q24.1q24.3 microdeletion syndrome	skos:exactMatch	chr	chr:9606-chr14q24.1-q24.3	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
ncbitaxon	ncbitaxon:2	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:83217129	Bacteria	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
chr	chr:9606-chrXq27.3-q28	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0010467	Xq27.3q28 duplication syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
omim.ps	omim.ps:169500	NO_NAME_FOUND	skos:exactMatch	doid	doid:0051015	adult onset demyelinating leukodystrophy	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:29907	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1864884632	Sporothrix	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
pato	pato:0000051	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1112021953	Morphology	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
pato	pato:0000057	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0008108	oculocerebrocutaneous syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.47
ncbitaxon	ncbitaxon:5833	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1657537853	Plasmodium falciparum	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:2083958233	Plasmodium vivax	skos:exactMatch	ncbitaxon	ncbitaxon:5855	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
efo	efo:1001420	Schistosomiasis mansoni	skos:exactMatch	ncbitaxon	ncbitaxon:6183	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
icd11	icd11:1495276771	Nocardia	skos:exactMatch	ncbitaxon	ncbitaxon:1817	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbigene	ncbigene:489625	NO_NAME_FOUND	skos:exactMatch	doid	doid:0111115	nephronophthisis 4	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
cl	cl:0000771	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:221037142	Eosinophils	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
icd11	icd11:1140399515	Orthobunyavirus	skos:exactMatch	ncbitaxon	ncbitaxon:11572	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.84
icd11	icd11:322809168	Orientia	skos:exactMatch	ncbitaxon	ncbitaxon:69474	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:4751	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1184377859	Fungi	semapv:SemanticSimilarityThresholdMatching	logmap	0.71
ncbitaxon	ncbitaxon:6029	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1457276715	Microsporidia	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:6264	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1188717795	Toxocara	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
pato	pato:0000640	NO_NAME_FOUND	skos:exactMatch	efo	efo:0008501	dysplasia	semapv:SemanticSimilarityThresholdMatching	logmap	0.83
icd11	icd11:399694253	Crab	skos:exactMatch	foodon	foodon:02021446	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
mfomd	mfomd:0000109	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1638858328	Obsessions	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:806821549	Haemophilus	skos:exactMatch	ncbitaxon	ncbitaxon:724	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
ncbitaxon	ncbitaxon:6251	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:925123330	Ascaris	semapv:SemanticSimilarityThresholdMatching	logmap	0.85
bfo	bfo:0000016	NO_NAME_FOUND	skos:exactMatch	bfo	bfo:0000016	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:490003542	Chronic	skos:exactMatch	pato	pato:0001863	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
hp	hp:0012120	Methylmalonic aciduria	skos:exactMatch	omim.ps	omim.ps:251000	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
icd11	icd11:67650550	Male gamete	skos:exactMatch	cl	cl:0000019	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
ncbitaxon	ncbitaxon:291484	NO_NAME_FOUND	skos:exactMatch	efo	efo:0007303	hepatitis E virus infection	semapv:SemanticSimilarityThresholdMatching	logmap	0.61
ncbitaxon	ncbitaxon:562	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1292092042	Escherichia coli	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
icd11	icd11:511482063	Calcified	skos:exactMatch	pato	pato:0001447	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:12080	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:35921102	Poliovirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.66
ncbitaxon	ncbitaxon:35790	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:620637831	Rickettsia japonica	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:1647	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:870681014	Erysipelothrix	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:1959760330	Trichophyton mentagrophytes	skos:exactMatch	ncbitaxon	ncbitaxon:523103	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
efo	efo:0008510	Lyme disease	skos:exactMatch	ncbitaxon	ncbitaxon:138	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:1852144030	Salmonellae	skos:exactMatch	ncbitaxon	ncbitaxon:590	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
bfo	bfo:0000020	NO_NAME_FOUND	skos:exactMatch	bfo	bfo:0000020	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.71
ncbitaxon	ncbitaxon:5864	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:903841683	Babesia	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:6183	NO_NAME_FOUND	skos:exactMatch	efo	efo:1001420	Schistosomiasis mansoni	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
cl	cl:0000095	NO_NAME_FOUND	skos:exactMatch	orphanet.ordo	orphanet.ordo:251924	Neuronal tumor	semapv:SemanticSimilarityThresholdMatching	logmap	0.35
ncbitaxon	ncbitaxon:53436	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:33540411	Treponema pallidum pertenue	semapv:SemanticSimilarityThresholdMatching	logmap	0.62
icd11	icd11:1032874942	Geotrichum candidum	skos:exactMatch	ncbitaxon	ncbitaxon:1173061	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	1.03
icd10	icd10:A65-A69	Other spirochaetal diseases	skos:exactMatch	ncbitaxon	ncbitaxon:136	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
omim.ps	omim.ps:151623	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0018875	Li-Fraumeni syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
icd11	icd11:1232386807	Bundibugyo virus	skos:exactMatch	ncbitaxon	ncbitaxon:565995	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:1279	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:428956900	Staphylococcus	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
efo	efo:0007205	Chlamydia trachomatis infectious disease	skos:exactMatch	ncbitaxon	ncbitaxon:810	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
ncbitaxon	ncbitaxon:11019	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:656800624	Alphavirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
icd11	icd11:1197364235	Human respiratory syncytial virus	skos:exactMatch	ncbitaxon	ncbitaxon:11250	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:415435228	Trichomonas	skos:exactMatch	ncbitaxon	ncbitaxon:5721	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
foodon	foodon:00001579	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:923774621	Alcohol beverage	semapv:SemanticSimilarityThresholdMatching	logmap	0.69
icd11	icd11:1879790283	Bacteroides	skos:exactMatch	ncbitaxon	ncbitaxon:816	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
